Store ID,Transaction Type,Amount,Transaction Count,Date
10,EPay,122.45,8,8/2/2019
6,EPay,252.98,15,8/2/2019
3,EPay,89.92,9,8/2/2019
2,EPay,53.99,5,8/2/2019
1,EPay,66.34,3,8/2/2019
41,EBT,0,0,8/2/2019
40,EBT,0,0,8/2/2019
39,EBT,0,0,8/2/2019
38,EBT,0,0,8/2/2019
37,EBT,0,0,8/2/2019
23,EBT,0,0,8/2/2019
22,EBT,0,0,8/2/2019
21,EBT,0,0,8/2/2019
20,EBT,0,0,8/2/2019
19,EBT,0,0,8/2/2019
12,EBT,0,0,8/2/2019
11,EBT,0,0,8/2/2019
10,EBT,0,0,8/2/2019
6,EBT,0,0,8/2/2019
3,EBT,0,0,8/2/2019
2,EBT,0,0,8/2/2019
1,EBT,0,0,8/2/2019
41,Debit,0,0,8/2/2019
40,Debit,0,0,8/2/2019
39,Debit,0,0,8/2/2019
38,Debit,0,0,8/2/2019
37,Debit,0,0,8/2/2019
23,Debit,0,0,8/2/2019
22,Debit,0,0,8/2/2019
21,Debit,0,0,8/2/2019
20,Debit,0,0,8/2/2019
19,Debit,0,0,8/2/2019
12,Debit,0,0,8/2/2019
11,Debit,0,0,8/2/2019
10,Debit,0,0,8/2/2019
6,Debit,0,0,8/2/2019
3,Debit,0,0,8/2/2019
2,Debit,0,0,8/2/2019
1,Debit,0,0,8/2/2019
41,Cust. Account,0,0,8/2/2019
40,Cust. Account,0,0,8/2/2019
39,Cust. Account,0,0,8/2/2019
38,Cust. Account,0,0,8/2/2019
37,Cust. Account,0,0,8/2/2019
23,Cust. Account,0,0,8/2/2019
22,Cust. Account,0,0,8/2/2019
21,Cust. Account,0,0,8/2/2019
20,Cust. Account,0,0,8/2/2019
19,Cust. Account,0,0,8/2/2019
12,Cust. Account,0,0,8/2/2019
11,Cust. Account,0,0,8/2/2019
10,Cust. Account,0,0,8/2/2019
6,Cust. Account,0,0,8/2/2019
3,Cust. Account,0,0,8/2/2019
2,Cust. Account,0,0,8/2/2019
1,Cust. Account,0,0,8/2/2019
41,Credit,673.45,59,8/2/2019
40,Credit,673.86,62,8/2/2019
39,Credit,1285.62,124,8/2/2019
38,Credit,677.61,55,8/2/2019
37,Credit,1459.66,61,8/2/2019
23,Credit,437.04,42,8/2/2019
22,Credit,796.26,61,8/2/2019
21,Credit,783.11,65,8/2/2019
20,Credit,1866.55,152,8/2/2019
19,Credit,867.93,54,8/2/2019
12,Credit,862.58,71,8/2/2019
11,Credit,1496.26,109,8/2/2019
10,Credit,759.44,69,8/2/2019
6,Credit,1178.52,74,8/2/2019
3,Credit,1342.16,102,8/2/2019
2,Credit,644.62,61,8/2/2019
1,Credit,933.28,59,8/2/2019
41,Checks,0,0,8/2/2019
40,Checks,0,0,8/2/2019
39,Checks,0,0,8/2/2019
38,Checks,0,0,8/2/2019
37,Checks,0,0,8/2/2019
23,Checks,0,0,8/2/2019
22,Checks,0,0,8/2/2019
21,Checks,0,0,8/2/2019
20,Checks,0,0,8/2/2019
19,Checks,0,0,8/2/2019
12,Checks,0,0,8/2/2019
11,Checks,0,0,8/2/2019
10,Checks,0,0,8/2/2019
6,Checks,0,0,8/2/2019
3,Checks,0,0,8/2/2019
2,Checks,0,0,8/2/2019
1,Checks,0,0,8/2/2019
41,Cash,601.18,66,8/2/2019
40,Cash,1018.47,104,8/2/2019
39,Cash,1268.49,141,8/2/2019
38,Cash,647.86,57,8/2/2019
37,Cash,515.06,58,8/2/2019
23,Cash,709.34,66,8/2/2019
22,Cash,617.89,69,8/2/2019
21,Cash,885.5,81,8/2/2019
20,Cash,3068.16,288,8/2/2019
19,Cash,304.03,40,8/2/2019
12,Cash,1276.49,122,8/2/2019
11,Cash,1254.49,140,8/2/2019
10,Cash,1119.4,130,8/2/2019
6,Cash,1542.49,152,8/2/2019
3,Cash,1704,186,8/2/2019
2,Cash,1008.68,97,8/2/2019
1,Cash,1860.67,176,8/2/2019
41,Alt. Currency,0,0,8/2/2019
40,Alt. Currency,0,0,8/2/2019
39,Alt. Currency,0,0,8/2/2019
38,Alt. Currency,0,0,8/2/2019
37,Alt. Currency,0,0,8/2/2019
23,Alt. Currency,0,0,8/2/2019
22,Alt. Currency,0,0,8/2/2019
21,Alt. Currency,0,0,8/2/2019
20,Alt. Currency,0,0,8/2/2019
19,Alt. Currency,0,0,8/2/2019
12,Alt. Currency,0,0,8/2/2019
11,Alt. Currency,0,0,8/2/2019
10,Alt. Currency,0,0,8/2/2019
6,Alt. Currency,0,0,8/2/2019
3,Alt. Currency,0,0,8/2/2019
2,Alt. Currency,0,0,8/2/2019
1,Alt. Currency,0,0,8/2/2019
41,PO,0,0,8/1/2019
40,PO,0,0,8/1/2019
39,PO,0,0,8/1/2019
38,PO,0,0,8/1/2019
37,PO,0,0,8/1/2019
23,PO,0,0,8/1/2019
22,PO,0,0,8/1/2019
21,PO,0,0,8/1/2019
20,PO,0,0,8/1/2019
19,PO,0,0,8/1/2019
12,PO,0,0,8/1/2019
11,PO,0,0,8/1/2019
10,PO,0,0,8/1/2019
6,PO,0,0,8/1/2019
3,PO,0,0,8/1/2019
2,PO,0,0,8/1/2019
1,PO,0,0,8/1/2019
41,Other,0,0,8/1/2019
40,Other,0,0,8/1/2019
39,Other,0,0,8/1/2019
38,Other,0,0,8/1/2019
37,Other,0,0,8/1/2019
23,Other,0,0,8/1/2019
22,Other,0,0,8/1/2019
21,Other,0,0,8/1/2019
20,Other,0,0,8/1/2019
19,Other,0,0,8/1/2019
12,Other,0,0,8/1/2019
11,Other,0,0,8/1/2019
10,Other,0,0,8/1/2019
6,Other,0,0,8/1/2019
3,Other,0,0,8/1/2019
2,Other,0,0,8/1/2019
1,Other,0,0,8/1/2019
41,Notas,0,0,8/1/2019
40,Notas,0,0,8/1/2019
39,Notas,0,0,8/1/2019
38,Notas,0,0,8/1/2019
37,Notas,0,0,8/1/2019
23,Notas,0,0,8/1/2019
22,Notas,0,0,8/1/2019
21,Notas,0,0,8/1/2019
20,Notas,0,0,8/1/2019
19,Notas,0,0,8/1/2019
12,Notas,0,0,8/1/2019
11,Notas,0,0,8/1/2019
10,Notas,0,0,8/1/2019
6,Notas,0,0,8/1/2019
3,Notas,0,0,8/1/2019
2,Notas,0,0,8/1/2019
1,Notas,0,0,8/1/2019
41,Manual Credit,0,0,8/1/2019
40,Manual Credit,0,0,8/1/2019
39,Manual Credit,0,0,8/1/2019
38,Manual Credit,0,0,8/1/2019
37,Manual Credit,0,0,8/1/2019
23,Manual Credit,0,0,8/1/2019
22,Manual Credit,0,0,8/1/2019
21,Manual Credit,0,0,8/1/2019
20,Manual Credit,0,0,8/1/2019
19,Manual Credit,0,0,8/1/2019
12,Manual Credit,0,0,8/1/2019
11,Manual Credit,0,0,8/1/2019
10,Manual Credit,0,0,8/1/2019
6,Manual Credit,0,0,8/1/2019
3,Manual Credit,0,0,8/1/2019
2,Manual Credit,0,0,8/1/2019
1,Manual Credit,0,0,8/1/2019
41,Gift Card,9,1,8/1/2019
40,Gift Card,0,0,8/1/2019
39,Gift Card,0,0,8/1/2019
38,Gift Card,0,0,8/1/2019
37,Gift Card,0,0,8/1/2019
23,Gift Card,0,0,8/1/2019
22,Gift Card,0,0,8/1/2019
21,Gift Card,0,0,8/1/2019
20,Gift Card,0,0,8/1/2019
19,Gift Card,0,0,8/1/2019
12,Gift Card,0,0,8/1/2019
11,Gift Card,0,0,8/1/2019
10,Gift Card,0,0,8/1/2019
6,Gift Card,0,0,8/1/2019
3,Gift Card,0,0,8/1/2019
2,Gift Card,0,0,8/1/2019
1,Gift Card,0,0,8/1/2019
41,EPay,99.21,4,8/1/2019
40,EPay,108.59,6,8/1/2019
39,EPay,58,3,8/1/2019
38,EPay,0,0,8/1/2019
37,EPay,57.35,2,8/1/2019
23,EPay,141.77,9,8/1/2019
22,EPay,168.33,9,8/1/2019
21,EPay,213.06,13,8/1/2019
20,EPay,258.58,13,8/1/2019
19,EPay,184.03,15,8/1/2019
12,EPay,84.55,6,8/1/2019
11,EPay,145.76,5,8/1/2019
10,EPay,171.71,9,8/1/2019
6,EPay,122.81,10,8/1/2019
3,EPay,42.12,2,8/1/2019
2,EPay,39.69,4,8/1/2019
1,EPay,227.69,10,8/1/2019
41,EBT,0,0,8/1/2019
40,EBT,0,0,8/1/2019
39,EBT,0,0,8/1/2019
38,EBT,0,0,8/1/2019
37,EBT,0,0,8/1/2019
23,EBT,0,0,8/1/2019
22,EBT,0,0,8/1/2019
21,EBT,0,0,8/1/2019
20,EBT,0,0,8/1/2019
19,EBT,0,0,8/1/2019
12,EBT,0,0,8/1/2019
11,EBT,0,0,8/1/2019
10,EBT,0,0,8/1/2019
6,EBT,0,0,8/1/2019
3,EBT,0,0,8/1/2019
2,EBT,0,0,8/1/2019
1,EBT,0,0,8/1/2019
41,Debit,0,0,8/1/2019
40,Debit,0,0,8/1/2019
39,Debit,0,0,8/1/2019
38,Debit,0,0,8/1/2019
37,Debit,0,0,8/1/2019
23,Debit,0,0,8/1/2019
22,Debit,0,0,8/1/2019
21,Debit,0,0,8/1/2019
20,Debit,0,0,8/1/2019
19,Debit,0,0,8/1/2019
12,Debit,0,0,8/1/2019
11,Debit,0,0,8/1/2019
10,Debit,0,0,8/1/2019
6,Debit,0,0,8/1/2019
3,Debit,0,0,8/1/2019
2,Debit,0,0,8/1/2019
1,Debit,0,0,8/1/2019
41,Cust. Account,0,0,8/1/2019
40,Cust. Account,0,0,8/1/2019
39,Cust. Account,0,0,8/1/2019
38,Cust. Account,0,0,8/1/2019
37,Cust. Account,0,0,8/1/2019
23,Cust. Account,0,0,8/1/2019
22,Cust. Account,0,0,8/1/2019
21,Cust. Account,0,0,8/1/2019
20,Cust. Account,0,0,8/1/2019
19,Cust. Account,0,0,8/1/2019
12,Cust. Account,0,0,8/1/2019
11,Cust. Account,0,0,8/1/2019
10,Cust. Account,0,0,8/1/2019
6,Cust. Account,0,0,8/1/2019
3,Cust. Account,0,0,8/1/2019
2,Cust. Account,0,0,8/1/2019
1,Cust. Account,0,0,8/1/2019
41,Credit,360.43,37,8/1/2019
40,Credit,496.65,47,8/1/2019
39,Credit,877.65,87,8/1/2019
38,Credit,526,41,8/1/2019
37,Credit,453.28,42,8/1/2019
23,Credit,482.25,42,8/1/2019
22,Credit,570.65,45,8/1/2019
21,Credit,498.3,53,8/1/2019
20,Credit,1444.54,117,8/1/2019
19,Credit,627.71,54,8/1/2019
12,Credit,529.93,50,8/1/2019
11,Credit,821.2,72,8/1/2019
10,Credit,666.63,60,8/1/2019
6,Credit,1095.02,87,8/1/2019
3,Credit,1009.82,94,8/1/2019
2,Credit,469.44,47,8/1/2019
1,Credit,491.18,37,8/1/2019
41,Checks,0,0,8/1/2019
40,Checks,0,0,8/1/2019
39,Checks,0,0,8/1/2019
38,Checks,0,0,8/1/2019
37,Checks,0,0,8/1/2019
23,Checks,0,0,8/1/2019
22,Checks,0,0,8/1/2019
21,Checks,0,0,8/1/2019
20,Checks,0,0,8/1/2019
19,Checks,0,0,8/1/2019
12,Checks,0,0,8/1/2019
11,Checks,0,0,8/1/2019
10,Checks,0,0,8/1/2019
6,Checks,0,0,8/1/2019
3,Checks,0,0,8/1/2019
2,Checks,0,0,8/1/2019
1,Checks,0,0,8/1/2019
41,Cash,491.64,62,8/1/2019
40,Cash,589.77,73,8/1/2019
39,Cash,1076.57,128,8/1/2019
38,Cash,491.77,56,8/1/2019
37,Cash,549.62,55,8/1/2019
23,Cash,417.27,46,8/1/2019
22,Cash,546.31,63,8/1/2019
21,Cash,619.6,67,8/1/2019
20,Cash,2116.8,210,8/1/2019
19,Cash,486.72,57,8/1/2019
12,Cash,783.17,87,8/1/2019
11,Cash,1166.92,128,8/1/2019
10,Cash,1107.23,122,8/1/2019
6,Cash,1137.99,119,8/1/2019
3,Cash,1432.62,145,8/1/2019
2,Cash,670.78,72,8/1/2019
1,Cash,1190.05,132,8/1/2019
41,Alt. Currency,0,0,8/1/2019
40,Alt. Currency,0,0,8/1/2019
39,Alt. Currency,0,0,8/1/2019
38,Alt. Currency,0,0,8/1/2019
37,Alt. Currency,0,0,8/1/2019
23,Alt. Currency,0,0,8/1/2019
22,Alt. Currency,0,0,8/1/2019
21,Alt. Currency,0,0,8/1/2019
20,Alt. Currency,0,0,8/1/2019
19,Alt. Currency,0,0,8/1/2019
12,Alt. Currency,0,0,8/1/2019
11,Alt. Currency,0,0,8/1/2019
10,Alt. Currency,0,0,8/1/2019
6,Alt. Currency,0,0,8/1/2019
3,Alt. Currency,0,0,8/1/2019
2,Alt. Currency,0,0,8/1/2019
1,Alt. Currency,0,0,8/1/2019
41,PO,0,0,7/31/2019
40,PO,0,0,7/31/2019
39,PO,0,0,7/31/2019
38,PO,0,0,7/31/2019
37,PO,0,0,7/31/2019
23,PO,0,0,7/31/2019
22,PO,0,0,7/31/2019
21,PO,0,0,7/31/2019
20,PO,0,0,7/31/2019
19,PO,0,0,7/31/2019
12,PO,0,0,7/31/2019
11,PO,0,0,7/31/2019
10,PO,0,0,7/31/2019
6,PO,0,0,7/31/2019
3,PO,0,0,7/31/2019
2,PO,0,0,7/31/2019
1,PO,0,0,7/31/2019
41,Other,0,0,7/31/2019
40,Other,0,0,7/31/2019
39,Other,0,0,7/31/2019
38,Other,0,0,7/31/2019
37,Other,0,0,7/31/2019
23,Other,0,0,7/31/2019
22,Other,0,0,7/31/2019
21,Other,0,0,7/31/2019
20,Other,0,0,7/31/2019
19,Other,0,0,7/31/2019
12,Other,0,0,7/31/2019
11,Other,0,0,7/31/2019
10,Other,0,0,7/31/2019
6,Other,0,0,7/31/2019
3,Other,0,0,7/31/2019
2,Other,0,0,7/31/2019
1,Other,0,0,7/31/2019
41,Notas,0,0,7/31/2019
40,Notas,0,0,7/31/2019
39,Notas,0,0,7/31/2019
38,Notas,0,0,7/31/2019
37,Notas,0,0,7/31/2019
23,Notas,0,0,7/31/2019
22,Notas,0,0,7/31/2019
21,Notas,0,0,7/31/2019
20,Notas,0,0,7/31/2019
19,Notas,0,0,7/31/2019
12,Notas,0,0,7/31/2019
11,Notas,0,0,7/31/2019
10,Notas,0,0,7/31/2019
6,Notas,0,0,7/31/2019
3,Notas,0,0,7/31/2019
2,Notas,0,0,7/31/2019
1,Notas,0,0,7/31/2019
41,Manual Credit,0,0,7/31/2019
40,Manual Credit,0,0,7/31/2019
39,Manual Credit,0,0,7/31/2019
38,Manual Credit,0,0,7/31/2019
37,Manual Credit,0,0,7/31/2019
23,Manual Credit,0,0,7/31/2019
22,Manual Credit,0,0,7/31/2019
21,Manual Credit,0,0,7/31/2019
20,Manual Credit,0,0,7/31/2019
19,Manual Credit,0,0,7/31/2019
12,Manual Credit,0,0,7/31/2019
11,Manual Credit,0,0,7/31/2019
10,Manual Credit,0,0,7/31/2019
6,Manual Credit,0,0,7/31/2019
3,Manual Credit,0,0,7/31/2019
2,Manual Credit,0,0,7/31/2019
1,Manual Credit,0,0,7/31/2019
41,Gift Card,0,0,7/31/2019
40,Gift Card,0,0,7/31/2019
39,Gift Card,0,0,7/31/2019
38,Gift Card,0,0,7/31/2019
37,Gift Card,0,0,7/31/2019
23,Gift Card,0,0,7/31/2019
22,Gift Card,0,0,7/31/2019
21,Gift Card,0,0,7/31/2019
20,Gift Card,9.54,1,7/31/2019
19,Gift Card,0,0,7/31/2019
12,Gift Card,0,0,7/31/2019
11,Gift Card,0,0,7/31/2019
10,Gift Card,0,0,7/31/2019
6,Gift Card,0,0,7/31/2019
3,Gift Card,0,0,7/31/2019
2,Gift Card,0,0,7/31/2019
1,Gift Card,10,1,7/31/2019
41,EPay,153.25,10,7/31/2019
40,EPay,46,5,7/31/2019
39,EPay,115.74,9,7/31/2019
38,EPay,0,0,7/31/2019
37,EPay,0,0,7/31/2019
23,EPay,132.88,9,7/31/2019
22,EPay,163.77,10,7/31/2019
21,EPay,187.48,10,7/31/2019
20,EPay,72.17,7,7/31/2019
19,EPay,187.72,11,7/31/2019
12,EPay,34.56,3,7/31/2019
11,EPay,90.18,7,7/31/2019
10,EPay,38.95,3,7/31/2019
6,EPay,96.4,8,7/31/2019
3,EPay,44.21,5,7/31/2019
2,EPay,78.61,6,7/31/2019
1,EPay,132.46,7,7/31/2019
41,EBT,0,0,7/31/2019
40,EBT,0,0,7/31/2019
39,EBT,0,0,7/31/2019
38,EBT,0,0,7/31/2019
37,EBT,0,0,7/31/2019
23,EBT,0,0,7/31/2019
22,EBT,0,0,7/31/2019
21,EBT,0,0,7/31/2019
20,EBT,0,0,7/31/2019
19,EBT,0,0,7/31/2019
12,EBT,0,0,7/31/2019
11,EBT,0,0,7/31/2019
10,EBT,0,0,7/31/2019
6,EBT,0,0,7/31/2019
3,EBT,0,0,7/31/2019
2,EBT,0,0,7/31/2019
1,EBT,0,0,7/31/2019
41,Debit,0,0,7/31/2019
40,Debit,0,0,7/31/2019
39,Debit,0,0,7/31/2019
38,Debit,0,0,7/31/2019
37,Debit,0,0,7/31/2019
23,Debit,0,0,7/31/2019
22,Debit,0,0,7/31/2019
21,Debit,0,0,7/31/2019
20,Debit,0,0,7/31/2019
19,Debit,0,0,7/31/2019
12,Debit,0,0,7/31/2019
11,Debit,0,0,7/31/2019
10,Debit,0,0,7/31/2019
6,Debit,0,0,7/31/2019
3,Debit,0,0,7/31/2019
2,Debit,0,0,7/31/2019
1,Debit,0,0,7/31/2019
41,Cust. Account,0,0,7/31/2019
40,Cust. Account,0,0,7/31/2019
39,Cust. Account,0,0,7/31/2019
38,Cust. Account,0,0,7/31/2019
37,Cust. Account,0,0,7/31/2019
23,Cust. Account,0,0,7/31/2019
22,Cust. Account,0,0,7/31/2019
21,Cust. Account,0,0,7/31/2019
20,Cust. Account,0,0,7/31/2019
19,Cust. Account,0,0,7/31/2019
12,Cust. Account,0,0,7/31/2019
11,Cust. Account,0,0,7/31/2019
10,Cust. Account,0,0,7/31/2019
6,Cust. Account,0,0,7/31/2019
3,Cust. Account,0,0,7/31/2019
2,Cust. Account,0,0,7/31/2019
1,Cust. Account,0,0,7/31/2019
41,Credit,351.48,37,7/31/2019
40,Credit,410.88,39,7/31/2019
39,Credit,901.83,84,7/31/2019
38,Credit,382.18,33,7/31/2019
37,Credit,428.23,40,7/31/2019
23,Credit,337.76,29,7/31/2019
22,Credit,264.18,25,7/31/2019
21,Credit,381.34,34,7/31/2019
20,Credit,1072.53,108,7/31/2019
19,Credit,463.81,43,7/31/2019
12,Credit,380.15,38,7/31/2019
11,Credit,645.95,63,7/31/2019
10,Credit,414.1,40,7/31/2019
6,Credit,619.3,53,7/31/2019
3,Credit,872.89,86,7/31/2019
2,Credit,476.67,48,7/31/2019
1,Credit,527.92,43,7/31/2019
41,Checks,0,0,7/31/2019
40,Checks,0,0,7/31/2019
39,Checks,0,0,7/31/2019
38,Checks,0,0,7/31/2019
37,Checks,0,0,7/31/2019
23,Checks,0,0,7/31/2019
22,Checks,0,0,7/31/2019
21,Checks,0,0,7/31/2019
20,Checks,0,0,7/31/2019
19,Checks,0,0,7/31/2019
12,Checks,0,0,7/31/2019
11,Checks,0,0,7/31/2019
10,Checks,0,0,7/31/2019
6,Checks,0,0,7/31/2019
3,Checks,0,0,7/31/2019
2,Checks,0,0,7/31/2019
1,Checks,0,0,7/31/2019
41,Cash,557.73,69,7/31/2019
40,Cash,534.86,70,7/31/2019
39,Cash,900.2,101,7/31/2019
38,Cash,456.94,49,7/31/2019
37,Cash,434.39,53,7/31/2019
23,Cash,426.26,47,7/31/2019
22,Cash,452.81,48,7/31/2019
21,Cash,619.13,65,7/31/2019
20,Cash,1442.12,168,7/31/2019
19,Cash,382.91,42,7/31/2019
12,Cash,611.23,75,7/31/2019
11,Cash,1142.5,128,7/31/2019
10,Cash,606.35,73,7/31/2019
6,Cash,1298.76,112,7/31/2019
3,Cash,1318.97,149,7/31/2019
2,Cash,336.66,45,7/31/2019
1,Cash,984.46,114,7/31/2019
41,Alt. Currency,0,0,7/31/2019
40,Alt. Currency,0,0,7/31/2019
39,Alt. Currency,0,0,7/31/2019
38,Alt. Currency,0,0,7/31/2019
37,Alt. Currency,0,0,7/31/2019
23,Alt. Currency,0,0,7/31/2019
22,Alt. Currency,0,0,7/31/2019
21,Alt. Currency,0,0,7/31/2019
20,Alt. Currency,0,0,7/31/2019
19,Alt. Currency,0,0,7/31/2019
12,Alt. Currency,0,0,7/31/2019
11,Alt. Currency,0,0,7/31/2019
10,Alt. Currency,0,0,7/31/2019
6,Alt. Currency,0,0,7/31/2019
3,Alt. Currency,0,0,7/31/2019
2,Alt. Currency,0,0,7/31/2019
1,Alt. Currency,0,0,7/31/2019
41,PO,0,0,7/30/2019
40,PO,0,0,7/30/2019
39,PO,0,0,7/30/2019
38,PO,0,0,7/30/2019
37,PO,0,0,7/30/2019
23,PO,0,0,7/30/2019
22,PO,0,0,7/30/2019
21,PO,0,0,7/30/2019
20,PO,0,0,7/30/2019
19,PO,0,0,7/30/2019
12,PO,0,0,7/30/2019
11,PO,0,0,7/30/2019
10,PO,0,0,7/30/2019
6,PO,0,0,7/30/2019
3,PO,0,0,7/30/2019
2,PO,0,0,7/30/2019
1,PO,0,0,7/30/2019
41,Other,0,0,7/30/2019
40,Other,0,0,7/30/2019
39,Other,0,0,7/30/2019
38,Other,0,0,7/30/2019
37,Other,0,0,7/30/2019
23,Other,0,0,7/30/2019
22,Other,0,0,7/30/2019
21,Other,0,0,7/30/2019
20,Other,0,0,7/30/2019
19,Other,0,0,7/30/2019
12,Other,0,0,7/30/2019
11,Other,0,0,7/30/2019
10,Other,0,0,7/30/2019
6,Other,0,0,7/30/2019
3,Other,0,0,7/30/2019
2,Other,0,0,7/30/2019
1,Other,0,0,7/30/2019
41,Notas,0,0,7/30/2019
40,Notas,0,0,7/30/2019
39,Notas,0,0,7/30/2019
38,Notas,0,0,7/30/2019
37,Notas,0,0,7/30/2019
23,Notas,0,0,7/30/2019
22,Notas,0,0,7/30/2019
21,Notas,0,0,7/30/2019
20,Notas,0,0,7/30/2019
19,Notas,0,0,7/30/2019
12,Notas,0,0,7/30/2019
11,Notas,0,0,7/30/2019
10,Notas,0,0,7/30/2019
6,Notas,0,0,7/30/2019
3,Notas,0,0,7/30/2019
2,Notas,0,0,7/30/2019
1,Notas,0,0,7/30/2019
41,Manual Credit,0,0,7/30/2019
40,Manual Credit,0,0,7/30/2019
39,Manual Credit,0,0,7/30/2019
38,Manual Credit,0,0,7/30/2019
37,Manual Credit,0,0,7/30/2019
23,Manual Credit,0,0,7/30/2019
22,Manual Credit,0,0,7/30/2019
21,Manual Credit,0,0,7/30/2019
20,Manual Credit,0,0,7/30/2019
19,Manual Credit,0,0,7/30/2019
12,Manual Credit,0,0,7/30/2019
11,Manual Credit,0,0,7/30/2019
10,Manual Credit,0,0,7/30/2019
6,Manual Credit,0,0,7/30/2019
3,Manual Credit,0,0,7/30/2019
2,Manual Credit,0,0,7/30/2019
1,Manual Credit,0,0,7/30/2019
41,Gift Card,15,1,7/30/2019
40,Gift Card,17,2,7/30/2019
39,Gift Card,10,1,7/30/2019
38,Gift Card,0,0,7/30/2019
37,Gift Card,0,0,7/30/2019
23,Gift Card,0,0,7/30/2019
22,Gift Card,0,0,7/30/2019
21,Gift Card,4.7,1,7/30/2019
20,Gift Card,0,0,7/30/2019
19,Gift Card,0,0,7/30/2019
12,Gift Card,0,0,7/30/2019
11,Gift Card,0,0,7/30/2019
10,Gift Card,0,0,7/30/2019
6,Gift Card,0,0,7/30/2019
3,Gift Card,0,0,7/30/2019
2,Gift Card,0,0,7/30/2019
1,Gift Card,0,0,7/30/2019
41,EPay,94.44,6,7/30/2019
40,EPay,30,2,7/30/2019
39,EPay,53.88,4,7/30/2019
38,EPay,0,0,7/30/2019
37,EPay,0,0,7/30/2019
23,EPay,157.13,10,7/30/2019
22,EPay,58.35,4,7/30/2019
21,EPay,235.59,12,7/30/2019
20,EPay,216.1,15,7/30/2019
19,EPay,270.05,13,7/30/2019
12,EPay,75.66,5,7/30/2019
11,EPay,17.28,2,7/30/2019
10,EPay,182.7,12,7/30/2019
6,EPay,80.2,6,7/30/2019
3,EPay,95.86,6,7/30/2019
2,EPay,33.21,1,7/30/2019
1,EPay,81.7,4,7/30/2019
41,EBT,0,0,7/30/2019
40,EBT,0,0,7/30/2019
39,EBT,0,0,7/30/2019
38,EBT,0,0,7/30/2019
37,EBT,0,0,7/30/2019
23,EBT,0,0,7/30/2019
22,EBT,0,0,7/30/2019
21,EBT,0,0,7/30/2019
20,EBT,0,0,7/30/2019
19,EBT,0,0,7/30/2019
12,EBT,0,0,7/30/2019
11,EBT,0,0,7/30/2019
10,EBT,0,0,7/30/2019
6,EBT,0,0,7/30/2019
3,EBT,0,0,7/30/2019
2,EBT,0,0,7/30/2019
1,EBT,0,0,7/30/2019
41,Debit,0,0,7/30/2019
40,Debit,0,0,7/30/2019
39,Debit,0,0,7/30/2019
38,Debit,0,0,7/30/2019
37,Debit,0,0,7/30/2019
23,Debit,0,0,7/30/2019
22,Debit,0,0,7/30/2019
21,Debit,0,0,7/30/2019
20,Debit,0,0,7/30/2019
19,Debit,0,0,7/30/2019
12,Debit,0,0,7/30/2019
11,Debit,0,0,7/30/2019
10,Debit,0,0,7/30/2019
6,Debit,0,0,7/30/2019
3,Debit,0,0,7/30/2019
2,Debit,0,0,7/30/2019
1,Debit,0,0,7/30/2019
41,Cust. Account,0,0,7/30/2019
40,Cust. Account,0,0,7/30/2019
39,Cust. Account,0,0,7/30/2019
38,Cust. Account,0,0,7/30/2019
37,Cust. Account,0,0,7/30/2019
23,Cust. Account,0,0,7/30/2019
22,Cust. Account,0,0,7/30/2019
21,Cust. Account,0,0,7/30/2019
20,Cust. Account,0,0,7/30/2019
19,Cust. Account,0,0,7/30/2019
12,Cust. Account,0,0,7/30/2019
11,Cust. Account,0,0,7/30/2019
10,Cust. Account,0,0,7/30/2019
6,Cust. Account,0,0,7/30/2019
3,Cust. Account,0,0,7/30/2019
2,Cust. Account,0,0,7/30/2019
1,Cust. Account,0,0,7/30/2019
41,Credit,222.25,22,7/30/2019
40,Credit,312.53,35,7/30/2019
39,Credit,907.29,83,7/30/2019
38,Credit,270.48,26,7/30/2019
37,Credit,288.6,25,7/30/2019
23,Credit,390.27,36,7/30/2019
22,Credit,288.96,26,7/30/2019
21,Credit,379.36,35,7/30/2019
20,Credit,1002.78,95,7/30/2019
19,Credit,464.03,47,7/30/2019
12,Credit,511.5,44,7/30/2019
11,Credit,568.87,52,7/30/2019
10,Credit,484.01,45,7/30/2019
6,Credit,868.45,80,7/30/2019
3,Credit,676.9,66,7/30/2019
2,Credit,451.88,44,7/30/2019
1,Credit,388.57,35,7/30/2019
41,Checks,0,0,7/30/2019
40,Checks,0,0,7/30/2019
39,Checks,0,0,7/30/2019
38,Checks,0,0,7/30/2019
37,Checks,0,0,7/30/2019
23,Checks,0,0,7/30/2019
22,Checks,0,0,7/30/2019
21,Checks,0,0,7/30/2019
20,Checks,0,0,7/30/2019
19,Checks,0,0,7/30/2019
12,Checks,0,0,7/30/2019
11,Checks,0,0,7/30/2019
10,Checks,0,0,7/30/2019
6,Checks,0,0,7/30/2019
3,Checks,0,0,7/30/2019
2,Checks,0,0,7/30/2019
1,Checks,0,0,7/30/2019
41,Cash,575.47,67,7/30/2019
40,Cash,649.73,73,7/30/2019
39,Cash,693.58,88,7/30/2019
38,Cash,427.87,44,7/30/2019
37,Cash,372.14,43,7/30/2019
23,Cash,387.16,46,7/30/2019
22,Cash,443.86,52,7/30/2019
21,Cash,559.83,64,7/30/2019
20,Cash,1726.15,185,7/30/2019
19,Cash,429.49,47,7/30/2019
12,Cash,875.3,100,7/30/2019
11,Cash,1162.16,120,7/30/2019
